2	826952.5
2	828784.9
2	828540.2
2	830398.8
2	845647.7
2	830126.1
2	830536.9
2	831018.4
2	829305.4
2	828675.9
2	828899.9
2	831243.7
2	831636.1
2	828736.9
2	828998.4
2	836887.0
2	834173.3
2	836341.9
2	829297.6
2	831099.9
3	854027.4
3	825390.4
3	824770.7
3	832647.9
3	826326.9
3	827780.9
3	824828.3
3	826482.8
3	825003.4
3	826457.7
3	824848.0
3	826017.2
3	825313.5
3	832335.0
3	825537.9
3	827742.9
3	825060.2
3	825601.0
3	825165.9
3	824992.2
4	856312.8
4	936648.8
4	841059.6
4	836406.5
4	826279.9
4	829450.5
4	827930.9
4	841056.4
4	832153.2
4	829373.0
4	890488.0
4	832401.3
4	830444.7
4	837691.4
4	824802.7
4	838053.5
4	827441.8
4	833008.2
4	828858.7
4	837549.4
5	874566.7
5	1030928.8
5	842449.3
5	1020989.0
5	1103898.8
5	944274.9
5	1079670.4
5	845507.7
5	839343.0
5	979010.9
5	954862.0
5	1036470.9
5	969739.0
5	845311.7
5	864318.8
5	1030928.8
5	850933.4
5	1157491.4
5	866561.5
5	863430.6
6	893158.7
6	866633.2
6	915980.4
6	1016655.2
6	825453.4
6	1028660.6
6	882944.2
6	1094786.6
6	897233.3
6	893158.7
6	1009244.4
6	1065218.7
6	1077668.2
6	1001749.0
6	877954.8
6	959650.5
6	1113122.9
6	833726.1
6	978946.5
6	957191.9
