sampleID,date,sample,region,site,species,latDD,longDD,depthFt,depthM,depthZone
21-I-21-2-006,1/21/21,SFX106,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,63,19.2,Shallow
21-I-21-2-007,1/21/21,SFX107,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,62,18.9,Shallow
21-I-21-2-008,1/21/21,SFX108.1,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,59,18,Shallow
21-I-21-2-008,1/21/21,SFX108.2,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,59,18,Shallow
21-I-21-2-008,1/21/21,SFX108.3,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,59,18,Shallow
21-I-21-2-009,1/21/21,SFX109,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,60,18.3,Shallow
21-I-21-2-010,1/21/21,SFX110,Boynton,SEFL-18,Xestospongia muta,26.49359167,-80.037515,60,18.3,Shallow
21-I-21-3-001,1/21/21,SFX111,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,53,16.2,Shallow
21-I-21-3-002,1/21/21,SFX112,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,52,15.8,Shallow
21-I-21-3-003,1/21/21,SFX113,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,53,16.2,Shallow
21-I-21-3-004,1/21/21,SFX114,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,54,16.5,Shallow
21-I-21-3-005,1/21/21,SFX115,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,55,16.8,Shallow
21-I-21-3-006,1/21/21,SFX116,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,55,16.8,Shallow
21-I-21-3-007,1/21/21,SFX117,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,57,17.4,Shallow
21-I-21-3-008,1/21/21,SFX118,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,59,18,Shallow
21-I-21-3-009,1/21/21,SFX119,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,60,18.3,Shallow
21-I-21-3-010,1/21/21,SFX120,Boynton,SEFL-20,Xestospongia muta,26.45383,-80.04607,62,18.9,Shallow
